Analyzing  GM
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1864'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/charles_marion_russell'}, u'name': {u'type': u'literal', u'value': u'Charles Marion Russell'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1818'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/monti_raffaello'}, u'name': {u'type': u'literal', u'value': u'Raffaello Monti'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1743'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/carl_guttenberg'}, u'name': {u'type': u'literal', u'value': u'Carl Guttenberg'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1818'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/charles_christian_nahl'}, u'name': {u'type': u'literal', u'value': u'Charles Christian Nahl'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1776'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/david_edwin'}, u'name': {u'type': u'literal', u'value': u'David Edwin'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1895'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/allyn_christie_mae'}, u'name': {u'type': u'literal', u'value': u'Mae Allyn Christie'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1812'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/hinshelwood_robert'}, u'name': {u'type': u'literal', u'value': u'Robert Hinshelwood'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1878'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/dunton_herbert_william'}, u'name': {u'type': u'literal', u'value': u'William Herbert Dunton'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1836'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/homer_winslow'}, u'name': {u'type': u'literal', u'value': u'Winslow Homer'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1887'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/georgia_keeffe_o'}, u'name': {u'type': u'literal', u'value': u"Georgia O'Keeffe"}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1882'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/brousse_jacobson_oscar'}, u'name': {u'type': u'literal', u'value': u'Oscar Brousse Jacobson'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1806'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/edmonds_francis_william'}, u'name': {u'type': u'literal', u'value': u'Francis William Edmonds'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1593'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/cornelius_johnson'}, u'name': {u'type': u'literal', u'value': u'Cornelius Johnson'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1809'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/ives_joseph_pease'}, u'name': {u'type': u'literal', u'value': u'Joseph Ives Pease'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1834'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/phillibrown_thomas'}, u'name': {u'type': u'literal', u'value': u'Thomas Phillibrown'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1814'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/brown_henry_kirke'}, u'name': {u'type': u'literal', u'value': u'Henry Kirke Brown'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1865'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/carl_kauba'}, u'name': {u'type': u'literal', u'value': u'Carl Kauba'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1839'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/elbridge_webber_wesley'}, u'name': {u'type': u'literal', u'value': u'Elbridge Wesley Webber'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1848'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/ernst_heinemann'}, u'name': {u'type': u'literal', u'value': u'Ernst Heinemann'}}
Enough matches were not found for entity {u'byear': {u'type': u'literal', u'value': u'1914'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/kyrate_tuvahoema'}, u'name': {u'type': u'literal', u'value': u'Kyrate Tuvahoema'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1909'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/beall_lawrence_smith'}, u'name': {u'type': u'literal', u'value': u'Lawrence Beall Smith'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1899'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/olaf_wieghorst'}, u'name': {u'type': u'literal', u'value': u'Olaf Wieghorst'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1808'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/edward_troye'}, u'name': {u'type': u'literal', u'value': u'Edward Troye'}}
Enough matches were not found for entity {u'byear': {u'type': u'literal', u'value': u'1857'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/appel_charles_peter'}, u'name': {u'type': u'literal', u'value': u'Charles Peter Appel'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1891'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/grant_wood'}, u'name': {u'type': u'literal', u'value': u'Grant Wood'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1857'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/brown_bush_henry_kirke'}, u'name': {u'type': u'literal', u'value': u'Henry Kirke Bush-Brown'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1920'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/burton_chitwood_jimalee'}, u'name': {u'type': u'literal', u'value': u'Jimalee Chitwood Burton'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1884'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/higgins_victor'}, u'name': {u'type': u'literal', u'value': u'Victor Higgins'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1911'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/archie_blackowl'}, u'name': {u'type': u'literal', u'value': u'Archie Blackowl'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1827'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_graves_henry'}, u'name': {u'type': u'literal', u'value': u'Henry Graves & Company'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1926'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_graves_henry'}, u'name': {u'type': u'literal', u'value': u'Henry Graves & Company'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1827'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_graves_henry'}, u'name': {u'type': u'literal', u'value': u'Henry Graves & Company'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1858'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/prettyman_s_william'}, u'name': {u'type': u'literal', u'value': u'William S. Prettyman'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1901'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/de_graficos_la_nacion_talleres'}, u'name': {u'type': u'literal', u'value': u'Talleres Graficos de la Nacion'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'2000'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/de_graficos_la_nacion_talleres'}, u'name': {u'type': u'literal', u'value': u'Talleres Graficos de la Nacion'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1901'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/de_graficos_la_nacion_talleres'}, u'name': {u'type': u'literal', u'value': u'Talleres Graficos de la Nacion'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1732'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/george_washington'}, u'name': {u'type': u'literal', u'value': u'George Washington'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1876'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/cooper_tex'}, u'name': {u'type': u'literal', u'value': u'Tex Cooper'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'2000'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_printing_riverside'}, u'name': {u'type': u'literal', u'value': u'Riverside Printing Company'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1801'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_printing_riverside'}, u'name': {u'type': u'literal', u'value': u'Riverside Printing Company'}}
No matches were found for entity {u'byear': {u'type': u'literal', u'value': u'1801'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/company_printing_riverside'}, u'name': {u'type': u'literal', u'value': u'Riverside Printing Company'}}
Found perfect match for entity  {u'byear': {u'type': u'literal', u'value': u'1836'}, u'uri': {u'type': u'uri', u'value': u'http://data.americanartcollaborative.org/GM/constituent/soule_stinson_william'}, u'name': {u'type': u'literal', u'value': u'William Stinson Soule'}}
Completed GM dataset in 1611.83400011 seconds 
--- 1611.83400011 seconds ---
